,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
293574,1414401,17764,prior,6,4,8,30.0
3229437,1130729,194670,prior,17,1,13,5.0
335480,1547027,20321,prior,12,0,15,7.0
124034,2758377,7470,prior,36,1,13,7.0
2967006,2525653,179072,prior,6,6,11,26.0
496084,2590614,29940,train,4,6,18,14.0
2153810,285990,129572,prior,13,6,9,12.0
860897,2591018,51719,prior,12,0,17,3.0
3152462,2629614,190106,prior,16,0,13,14.0
823697,2466719,49537,prior,3,4,15,4.0
2573506,1153072,154846,prior,13,4,9,3.0
1778311,704463,106776,prior,6,3,4,30.0
2699412,928711,162582,prior,2,1,17,30.0
975199,1536342,58615,prior,17,3,10,7.0
3311416,2501394,199620,prior,5,6,14,14.0
931692,2711661,55877,prior,4,0,9,7.0
422036,769659,25384,prior,6,5,12,0.0
2802959,2922617,169071,prior,64,2,12,3.0
549224,3234828,33104,prior,66,2,10,6.0
2413869,442403,145254,prior,34,1,16,7.0
2137537,3241010,128559,prior,48,5,19,3.0
2492946,1914475,150059,prior,4,4,11,18.0
3284266,2347535,197957,prior,43,6,11,7.0
3336410,2321792,201122,prior,10,6,9,3.0
389990,3239597,23423,prior,14,0,10,15.0
456357,1048118,27480,prior,11,6,22,30.0
865472,2567726,52022,prior,2,2,13,8.0
3223200,678961,194321,prior,77,0,23,8.0
3417486,2218009,205983,prior,23,3,12,1.0
2141560,1695467,128800,prior,41,4,15,0.0
77383,2297433,4719,train,7,5,14,30.0
1309291,830304,78692,prior,4,5,21,30.0
1081516,2230669,65166,prior,55,1,7,7.0
809295,1118014,48684,prior,13,3,17,5.0
2068582,1974569,124353,prior,34,4,16,0.0
1946133,1828799,116863,prior,2,1,14,6.0
3035414,2323996,183139,prior,65,6,14,2.0
1757873,2017999,105517,prior,6,2,9,9.0
2592994,1894391,156103,prior,11,2,19,12.0
402956,1392893,24221,prior,8,6,12,15.0
2236525,2290485,134725,prior,15,4,10,5.0
1847990,1109114,110924,train,8,5,12,12.0
13694,441762,857,prior,46,0,19,7.0
94765,1858622,5731,prior,37,5,3,9.0
2640132,361438,158938,prior,5,2,9,10.0
2582348,1960504,155430,prior,8,4,19,9.0
229907,561832,13927,prior,88,0,12,5.0
1547093,1497408,92932,prior,17,5,12,3.0
2364067,1392269,142305,prior,11,6,12,0.0
2071881,2450797,124561,prior,7,0,16,19.0
2448104,2306452,147323,prior,4,5,17,30.0
39663,2317886,2444,prior,8,0,16,30.0
1333095,1636435,80091,prior,9,0,15,14.0
3090328,2279517,186376,prior,36,1,10,11.0
277762,728779,16778,prior,7,4,13,6.0
2146440,2900299,129125,prior,23,5,20,3.0
220993,3027713,13348,prior,11,5,20,5.0
2639687,834559,158917,train,5,1,13,30.0
2652559,375161,159677,prior,16,0,15,16.0
606483,74853,36585,prior,13,4,18,2.0
526243,1172600,31719,prior,14,4,15,6.0
345165,1549638,20888,prior,7,6,11,10.0
1465526,231627,88089,prior,17,3,11,12.0
2116666,1534925,127272,test,32,0,9,8.0
580371,1854486,34954,prior,31,1,9,12.0
463836,1137292,27926,prior,4,4,10,1.0
376235,1814154,22646,prior,5,4,9,7.0
1428503,2232114,85840,prior,3,2,10,8.0
2665769,3345647,160472,prior,9,5,17,0.0
3250014,2365856,195887,prior,8,2,9,6.0
1671488,1911202,100333,prior,55,0,9,7.0
3065473,96822,184896,prior,23,0,17,6.0
2478460,1176359,149152,prior,4,1,12,30.0
1667526,286962,100108,prior,40,0,15,3.0
1332705,2629245,80069,prior,5,2,8,16.0
3055442,2371882,184296,prior,23,5,7,2.0
80982,1368368,4949,prior,21,3,12,4.0
2563680,618893,154272,prior,33,4,19,7.0
1676837,2565536,100660,prior,7,0,16,3.0
1373133,1217235,82522,prior,11,3,9,8.0
36319,1310954,2245,prior,8,4,21,4.0
526232,2142311,31719,prior,3,2,9,30.0
1365734,2309141,82073,prior,32,2,13,5.0
2893817,109641,174628,prior,42,3,10,1.0
1886449,3159380,113235,prior,21,2,23,30.0
2103284,1412189,126464,prior,31,2,22,23.0
2277466,1887734,137159,prior,38,1,9,3.0
2686815,2979264,161821,prior,18,3,6,4.0
623018,248527,37551,prior,14,1,10,6.0
105456,700947,6383,prior,19,5,16,9.0
446746,3041115,26893,prior,24,6,18,10.0
2107809,150680,126758,prior,7,1,11,7.0
2019810,670035,121344,prior,2,2,22,1.0
3255153,1232435,196193,prior,6,3,9,6.0
2392810,1233006,143992,prior,27,0,18,3.0
6302,1330299,390,prior,12,0,19,9.0
3113910,1090774,187772,prior,2,6,18,30.0
733220,2882767,44135,train,6,0,14,30.0
2330542,301037,140305,prior,3,0,19,6.0
368928,1531812,22275,prior,3,1,0,11.0
3181207,775175,191821,prior,81,3,8,3.0
1555437,41137,93443,prior,10,2,15,16.0
2890742,2826378,174415,prior,4,1,11,30.0
1401330,742804,84189,prior,17,6,15,7.0
1751808,3197656,105160,prior,5,2,22,30.0
2758215,2860781,166243,prior,5,1,15,2.0
1765290,2506492,105975,prior,21,0,13,7.0
2789387,1710682,168214,prior,27,2,21,2.0
53544,2856474,3335,prior,6,0,11,21.0
2073466,840574,124663,prior,12,0,16,15.0
362004,1558594,21881,prior,16,1,8,13.0
2712919,2658629,163386,prior,4,4,12,14.0
1733023,937926,104028,prior,6,0,21,8.0
2727735,1904119,164326,prior,15,2,20,6.0
3361655,722399,202623,prior,44,5,10,2.0
3051310,3102869,184050,prior,14,2,14,8.0
1655826,2698727,99423,prior,60,3,11,8.0
547047,635018,32970,prior,6,0,15,6.0
580512,1296407,34962,prior,4,4,16,6.0
1133118,2352307,68123,prior,24,6,11,10.0
2018139,3347262,121263,prior,18,4,18,2.0
2261400,786552,136178,prior,2,0,12,30.0
2568751,1139829,154557,prior,33,3,12,5.0
2431115,399386,146285,prior,7,0,19,10.0
1843650,1778751,110684,prior,5,1,10,9.0
1234488,570359,74197,prior,41,2,16,9.0
1061184,2810995,63900,prior,2,1,7,13.0
1167519,2564867,70179,test,4,0,13,7.0
1773233,3116206,106475,prior,10,3,17,5.0
61099,2973320,3770,prior,37,3,17,6.0
2120993,1019881,127552,prior,4,2,18,8.0
2497604,624040,150331,prior,11,3,13,8.0
2045925,2355566,122933,prior,7,1,16,19.0
2224480,1717594,134002,prior,25,0,19,7.0
87618,2852984,5325,prior,25,4,12,3.0
2911951,2885148,175658,prior,91,1,11,7.0
2645903,589044,159295,prior,23,6,18,13.0
456039,690519,27459,prior,5,6,11,7.0
2892881,413326,174568,prior,23,5,16,7.0
641951,1067206,38683,prior,51,4,0,1.0
213588,1345166,12900,prior,2,1,11,22.0
954249,2319782,57252,prior,46,1,9,3.0
1020713,2309905,61362,prior,8,4,16,30.0
2448202,27143,147326,prior,43,0,14,5.0
2380151,1938567,143241,prior,6,2,10,4.0
3107982,539629,187431,prior,29,1,17,11.0
1671588,918023,100341,prior,5,4,13,30.0
1896830,1132886,113881,prior,11,1,12,2.0
3398232,836923,204796,prior,13,0,11,6.0
1595127,458755,95779,prior,38,2,10,9.0
1060188,472658,63836,prior,2,1,8,5.0
1953356,2667959,117284,prior,14,2,21,7.0
3141839,2265143,189426,prior,62,3,12,5.0
1111431,2414928,66876,prior,4,5,17,30.0
1556521,865021,93502,prior,39,3,17,3.0
726613,521825,43721,prior,25,6,11,12.0
2324126,330624,139927,prior,2,1,16,0.0
3047199,2141553,183848,prior,2,1,19,6.0
2533809,931796,152438,test,21,4,2,12.0
1634040,50506,98096,prior,14,0,19,5.0
3201646,1193077,193023,prior,3,2,16,30.0
1121639,1393007,67467,prior,9,0,16,14.0
3020781,2471992,182300,prior,3,2,17,9.0
352966,3289761,21320,prior,3,2,13,1.0
2728678,3232807,164396,prior,7,1,9,10.0
337260,311367,20426,prior,6,1,19,14.0
2495124,197725,150197,prior,6,6,13,7.0
730736,3016130,43988,prior,31,2,16,4.0
1698114,2189970,101925,prior,12,1,16,0.0
1485298,17840,89274,prior,3,2,10,23.0
2468980,2313556,148588,prior,24,5,20,7.0
2930959,2613260,176816,prior,4,6,12,8.0
529149,1198169,31911,prior,5,6,17,4.0
2004553,3193687,120462,prior,9,1,12,7.0
3118268,1388270,188014,prior,54,3,11,2.0
1901304,499055,114141,prior,10,3,12,9.0
3328552,2959030,200625,prior,9,5,17,3.0
2377760,3374660,143099,prior,94,3,10,2.0
1448696,328875,87043,prior,2,4,11,1.0
560496,2682046,33786,prior,4,0,16,5.0
1720252,999106,103275,prior,16,2,17,2.0
483864,2366312,29176,prior,19,2,10,10.0
2212099,3208428,133245,prior,14,3,11,1.0
2612676,316550,157290,prior,3,5,11,3.0
1212006,2716403,72873,train,21,0,15,11.0
12704,679093,796,prior,5,3,11,6.0
1992002,3347850,119666,prior,12,6,8,6.0
373947,2530068,22520,prior,39,1,10,4.0
2668163,409788,160614,prior,3,2,19,1.0
1707721,1235155,102528,prior,2,2,12,9.0
2287111,2299504,137760,prior,16,1,17,11.0
1061421,1991553,63914,prior,22,1,19,3.0
577098,790634,34745,prior,2,4,14,5.0
233572,2243103,14170,prior,3,1,14,30.0
1653465,2864976,99272,prior,17,4,22,6.0
317343,239137,19216,prior,5,5,16,18.0
2072125,2346978,124579,test,50,2,11,2.0
456022,1806234,27457,prior,11,4,11,12.0
2946968,3381419,177829,prior,20,4,14,30.0
259068,3021623,15700,prior,5,2,13,6.0
2890441,3368848,174392,prior,5,2,10,5.0
1549123,1607814,93059,prior,28,0,12,5.0
1819601,1390599,109277,prior,2,6,15,20.0
42199,2265759,2596,prior,31,3,18,13.0
892760,1402723,53627,prior,7,3,21,30.0
3308736,612677,199422,prior,3,3,15,16.0
2902190,2308758,175120,prior,55,0,10,2.0
1361426,3042092,81815,prior,33,3,13,3.0
1545124,3232700,92807,prior,5,1,12,30.0
3343670,1668684,201567,prior,10,4,14,30.0
3336178,2943370,201108,prior,38,0,7,13.0
2116651,377111,127272,prior,17,0,7,8.0
1613699,10468,96882,prior,2,2,22,19.0
894824,41013,53737,prior,17,0,10,3.0
3071168,100470,185232,prior,6,1,15,30.0
1956466,2329044,117463,prior,2,5,10,1.0
748370,1436847,45035,prior,10,0,11,3.0
2229184,21140,134295,prior,25,1,14,8.0
609450,2947384,36734,prior,7,0,12,3.0
1441535,1580278,86623,prior,8,2,19,10.0
2973290,1399620,179445,prior,4,6,21,30.0
372279,372525,22434,train,10,4,15,2.0
195110,74781,11824,prior,29,1,11,5.0
669773,2400809,40359,prior,3,4,13,9.0
1738317,1879899,104357,test,12,4,12,27.0
1831505,1193055,109999,prior,10,3,7,4.0
1436011,2382881,86305,prior,23,2,10,14.0
2216419,1843803,133524,prior,29,5,10,7.0
1425716,154948,85662,prior,6,3,18,2.0
2231189,945317,134415,prior,13,2,7,15.0
3032398,416202,182952,prior,19,3,16,4.0
2146697,2170162,129144,prior,3,4,9,4.0
600351,3062866,36208,prior,5,0,16,26.0
3322624,2815630,200254,prior,16,1,12,15.0
2241859,3024751,135017,prior,3,2,19,3.0
147116,2135044,8835,prior,9,0,14,21.0
2623443,1081601,157955,prior,26,6,10,5.0
2911300,2750667,175627,prior,99,2,9,6.0
2748188,1289028,165611,prior,12,1,19,7.0
2876625,2483110,173567,prior,7,2,0,7.0
1494855,1699965,89817,prior,5,0,20,22.0
44193,680605,2723,prior,7,3,15,8.0
3105209,3132049,187244,prior,92,4,18,6.0
3144838,2052643,189627,test,12,0,19,19.0
3157525,1735683,190398,train,13,4,15,11.0
1231103,3196667,73986,prior,8,2,16,23.0
2534343,3213294,152475,train,8,6,12,30.0
753005,2834347,45330,prior,2,4,15,3.0
3303036,2667509,199047,prior,3,3,9,30.0
1148571,3335633,69040,prior,55,4,9,3.0
936048,809800,56132,prior,27,4,9,27.0
2263863,3351640,136320,prior,14,4,9,3.0
563959,1319942,33968,prior,37,1,19,9.0
1731884,368227,103960,prior,10,6,11,0.0
78461,732376,4783,prior,10,1,15,8.0
145876,2404632,8770,prior,5,0,12,30.0
2809664,2573027,169523,train,4,4,22,30.0
660263,1523705,39771,prior,10,1,15,26.0
1858739,1982438,111579,prior,4,3,13,7.0
752699,428562,45313,prior,21,1,9,7.0
3084109,1965692,185973,prior,7,0,15,6.0
2036494,2689479,122355,prior,39,2,12,6.0
2304870,1355516,138783,prior,5,3,15,2.0
2767291,3155298,166815,train,15,1,19,30.0
428041,1491366,25722,prior,4,6,23,11.0
1158942,2293534,69647,prior,9,1,15,4.0
2601280,2156254,156586,train,20,1,13,7.0
706820,383224,42571,prior,25,2,14,6.0
1100880,182551,66302,prior,18,4,18,8.0
3073510,989521,185364,test,8,1,15,30.0
1948956,2823802,117025,prior,6,2,9,2.0
2737592,128223,164941,prior,40,4,14,5.0
1160431,2834808,69742,prior,10,6,16,9.0
2603370,2875817,156714,prior,15,3,18,3.0
890440,126217,53496,prior,10,3,12,30.0
1093699,2539766,65893,prior,5,1,19,20.0
276842,957406,16725,prior,29,6,14,6.0
1438994,3379053,86466,prior,2,5,16,9.0
812375,1729570,48878,prior,6,5,17,7.0
2568624,2415438,154556,prior,6,3,21,8.0
2697242,1494720,162446,prior,43,5,12,4.0
3394099,2777217,204544,prior,35,5,23,3.0
129425,2849090,7810,prior,33,2,10,7.0
2153025,1483288,129518,prior,5,2,10,30.0
2998202,882262,180891,prior,23,2,18,7.0
3042264,347581,183539,prior,54,5,20,6.0
164623,3115237,9935,prior,3,2,17,30.0
880991,2766924,52937,prior,7,6,15,30.0
1330673,1473367,79954,prior,6,1,17,7.0
1748193,2665981,104943,prior,14,6,11,13.0
453913,3097799,27334,prior,3,2,13,22.0
1465472,1474187,88086,prior,29,4,13,10.0
307702,3050692,18606,prior,30,3,17,4.0
741799,2834420,44671,prior,13,1,19,12.0
1361266,2755470,81804,prior,8,2,8,8.0
2989356,22286,180352,prior,7,6,12,5.0
543781,1990303,32772,prior,30,1,11,3.0
1885228,354951,113163,prior,44,6,8,6.0
395747,422891,23778,prior,2,3,21,30.0
1310645,2628759,78775,prior,31,4,11,0.0
2647590,1928737,159397,prior,25,6,7,5.0
2254887,2695953,135813,prior,6,4,10,9.0
563061,3078573,33928,prior,2,4,21,3.0
201460,2453404,12186,prior,30,0,20,7.0
1531486,797327,91987,prior,5,1,7,4.0
1622524,2475969,97429,prior,5,3,16,4.0
2747330,569951,165545,prior,14,3,7,24.0
2023389,2276063,121554,prior,7,4,14,17.0
40186,1756537,2478,prior,11,0,14,29.0
838417,1062907,50371,prior,15,6,7,4.0
2732565,11111,164672,prior,2,5,15,3.0
2889813,629314,174363,prior,23,2,23,9.0
1084484,2239879,65320,prior,62,0,11,2.0
2074646,346379,124737,prior,3,6,11,17.0
2853476,661858,172172,prior,40,0,14,3.0
206091,99343,12449,prior,25,1,19,9.0
1049271,1083570,63144,prior,34,0,14,4.0
449369,2568019,27042,prior,20,1,11,8.0
848125,3398687,50977,prior,23,2,9,3.0
1676999,2970484,100668,prior,12,5,10,21.0
165601,1157601,9999,prior,9,6,16,27.0
1724395,2791742,103523,prior,15,1,15,13.0
729553,2578125,43912,train,72,2,12,5.0
222013,3363993,13413,train,4,6,13,21.0
1621532,765347,97372,prior,31,6,15,30.0
851184,895667,51156,prior,32,3,10,1.0
82538,2271377,5045,prior,6,1,17,12.0
294182,1343414,17812,prior,10,2,18,7.0
512307,1200072,30898,prior,6,0,13,14.0
1918129,594181,115190,prior,9,5,11,10.0
49883,2672657,3100,prior,9,3,21,18.0
1595009,1847442,95770,prior,35,1,14,17.0
7701,3140618,473,prior,9,0,9,7.0
800537,1323719,48137,prior,19,2,13,5.0
401487,1374366,24132,prior,30,6,15,5.0
3289659,2168475,198258,prior,11,0,11,5.0
3342904,332220,201517,prior,2,5,11,30.0
1787848,832015,107386,train,15,3,17,9.0
2425134,1928553,145937,prior,3,5,17,30.0
1849105,73084,110986,prior,38,1,9,4.0
3168859,1112553,191064,prior,46,3,23,3.0
735710,2924848,44274,prior,4,3,16,19.0
1599213,2158946,96020,prior,2,4,20,3.0
775242,2578058,46584,prior,3,3,18,12.0
2074100,1823177,124710,prior,21,6,10,3.0
3361536,3275953,202613,prior,10,4,9,8.0
948382,1341411,56888,prior,92,2,7,15.0
2752879,2466103,165906,prior,7,6,11,13.0
772609,2302793,46408,prior,36,0,16,1.0
15680,1577978,973,prior,19,0,14,28.0
761688,1920036,45795,prior,83,1,10,2.0
2612652,1287632,157288,prior,10,2,18,8.0
3125782,3365708,188446,prior,53,2,16,3.0
2596775,3166727,156331,prior,22,5,16,3.0
3350215,3010416,201932,prior,2,6,14,30.0
627201,3382244,37801,prior,5,4,19,6.0
1923612,2646642,115535,prior,8,6,15,14.0
3411186,2358659,205615,train,6,2,10,21.0
1368809,27342,82270,prior,6,1,16,4.0
3178338,2073385,191659,prior,10,2,14,8.0
3369169,3321552,203060,train,11,0,12,30.0
1055755,714883,63576,prior,9,0,9,20.0
3150744,339824,190002,prior,10,5,13,29.0
2186029,946369,131622,prior,2,6,9,15.0
2813042,1351156,169739,prior,8,4,14,30.0
721500,603423,43432,prior,12,3,10,2.0
1544171,3122103,92744,prior,8,4,12,11.0
94636,3082443,5726,test,13,6,13,30.0
2919177,2582222,176122,prior,5,2,10,18.0
422667,2102662,25412,prior,15,4,20,4.0
1243524,436497,74763,prior,6,0,3,30.0
2681289,1165096,161479,prior,2,2,13,23.0
1870920,2211090,112299,prior,7,6,16,7.0
1123965,1371452,67587,prior,17,5,15,7.0
246143,3137119,14885,train,18,0,17,7.0
2986736,1391772,180205,prior,38,1,15,21.0
274343,2116818,16589,prior,4,4,12,14.0
3338687,910897,201256,prior,4,1,10,7.0
457689,1558428,27558,prior,2,1,22,13.0
1885233,770134,113163,prior,49,2,17,10.0
3376293,756902,203448,prior,27,1,14,29.0
1407377,3260631,84537,prior,34,1,15,4.0
573779,2563654,34554,prior,18,2,7,9.0
460876,2076460,27755,prior,33,1,15,7.0
644908,2263369,38844,prior,30,3,15,3.0
1636707,329230,98256,prior,36,5,11,6.0
3227913,1465131,194587,prior,5,3,16,2.0
2168310,2592058,130453,prior,11,0,17,7.0
1233258,1048750,74120,prior,2,2,10,30.0
3333091,92066,200920,prior,16,0,20,1.0
546168,2502056,32918,prior,15,5,12,2.0
2236047,2762705,134688,prior,6,1,17,22.0
3307371,2833036,199335,prior,4,0,16,30.0
2457635,2468611,147903,prior,6,0,13,1.0
2353709,2931961,141686,prior,50,6,14,7.0
1157530,1792204,69573,prior,6,6,21,8.0
1416249,2474680,85088,prior,3,0,23,2.0
2216803,1574047,133546,prior,39,5,7,7.0
1263685,40763,75979,prior,20,3,11,7.0
1818978,2021730,109240,prior,13,5,10,10.0
2158943,1214651,129866,prior,5,4,16,23.0
1147885,2778136,69003,prior,8,5,14,20.0
3401599,248101,205008,prior,6,6,15,20.0
1407496,525822,84546,prior,5,0,10,5.0
585301,1944505,35259,prior,5,6,10,6.0
2687102,2111229,161837,prior,53,5,21,3.0
3106202,2246748,187318,train,25,0,11,13.0
1595327,2644568,95794,prior,11,4,8,8.0
2113214,420826,127089,prior,8,0,13,7.0
2148444,2405442,129241,train,18,4,17,17.0
2640992,1868347,158989,prior,42,6,16,3.0
125730,2583688,7584,prior,24,2,16,1.0
1195816,1686661,71882,prior,14,2,17,14.0
2740493,627294,165109,prior,38,3,20,5.0
2439455,2893591,146798,prior,2,4,8,6.0
2767801,2173662,166850,prior,11,3,11,28.0
442755,1652090,26641,prior,8,5,18,11.0
940448,2824551,56396,prior,13,1,10,7.0
2551424,1470350,153521,prior,9,5,8,3.0
366097,719528,22112,prior,25,6,10,5.0
1581455,2181546,94956,prior,8,6,11,6.0
2761303,1854209,166449,train,90,6,16,7.0
124500,2787892,7503,prior,26,0,12,7.0
192807,1399441,11682,prior,5,1,14,11.0
3229458,3071646,194670,prior,38,2,7,6.0
1778531,303598,106792,prior,2,6,16,28.0
2642944,2021937,159115,prior,76,6,18,11.0
649896,1085454,39143,prior,5,3,11,2.0
3356890,692030,202358,prior,16,1,11,10.0
1471779,2731648,88445,prior,28,6,15,20.0
2339682,621155,140860,prior,19,0,16,3.0
2678552,1760347,161299,prior,9,4,14,8.0
1663802,1170406,99888,prior,5,0,12,12.0
1581020,3186454,94932,prior,8,5,12,7.0
1588912,2689185,95406,prior,17,5,22,30.0
2725716,3071676,164182,prior,12,4,15,1.0
2067203,2915421,124270,prior,22,0,16,6.0
3006176,882856,181385,prior,10,2,18,4.0
1771201,1407247,106351,prior,10,0,17,12.0
911139,1862645,54719,prior,13,3,18,5.0
127052,950769,7660,prior,54,5,16,2.0
2321611,988233,139797,prior,39,1,15,9.0
1303273,2903568,78330,prior,12,0,13,22.0
2258291,2981532,136003,prior,18,0,14,2.0
1608253,2922342,96547,prior,3,0,18,7.0
1283579,3313613,77188,prior,2,2,9,5.0
1811183,938914,108772,prior,7,0,15,6.0
2553807,2862433,153668,prior,17,4,18,3.0
607810,1212001,36652,prior,20,2,22,4.0
3023790,2249136,182463,prior,3,6,19,4.0
3350657,3152442,201966,prior,21,3,11,30.0
3195414,2442315,192672,prior,23,3,16,8.0
2845832,855047,171715,prior,3,2,15,11.0
2339415,715652,140844,prior,34,3,13,3.0
2929192,1409197,176728,prior,23,1,13,1.0
2433955,1160564,146450,prior,6,6,16,7.0
3157203,662094,190378,prior,4,1,16,29.0
933667,3061314,55998,prior,11,5,10,3.0
621626,278159,37483,prior,3,1,9,20.0
2843712,2409735,171593,train,4,0,14,30.0
1026534,3174081,61710,prior,36,5,13,14.0
121112,2288910,7314,prior,40,1,11,11.0
2455181,3171402,147764,prior,14,1,10,20.0
3404918,1121752,205213,prior,21,5,13,10.0
28810,2249647,1776,prior,10,5,13,7.0
935119,3098674,56080,prior,2,0,9,16.0
663682,3024907,39979,prior,5,1,10,30.0
2686335,1272236,161791,prior,5,4,20,6.0
2924004,2400091,176412,prior,7,0,10,0.0
435530,2265065,26163,prior,28,1,11,8.0
2531118,1323249,152301,prior,18,0,14,22.0
758873,2389934,45661,prior,5,3,11,30.0
618037,626705,37262,train,13,3,15,30.0
3215537,954298,193870,train,10,3,15,30.0
1510218,2173743,90738,prior,6,0,10,5.0
1172687,3092170,70481,prior,18,1,22,4.0
1163204,1831570,69919,prior,58,0,12,2.0
2082306,165989,125204,prior,7,6,16,3.0
1932885,2462263,116084,prior,6,5,13,5.0
1962557,2064552,117855,prior,5,0,16,30.0
943904,2230708,56630,prior,18,3,9,9.0
2826037,1146160,170509,prior,3,1,20,30.0
567930,2133775,34217,prior,6,0,17,18.0
63515,3101399,3935,prior,5,0,20,30.0
2865531,382151,172883,prior,85,4,9,0.0
31284,826257,1931,prior,5,2,12,20.0
659501,225414,39731,prior,5,6,16,27.0
2574330,214189,154901,prior,2,6,16,26.0
1296847,1580634,77971,train,80,0,13,6.0
2125906,2995369,127868,prior,85,2,12,3.0
2213537,2284729,133342,prior,2,4,16,10.0
3382461,2264456,203842,prior,26,3,16,5.0
127109,471985,7665,prior,4,4,15,30.0
603443,1545347,36399,prior,6,0,13,3.0
1140142,2961266,68507,prior,41,0,12,8.0
491085,2298523,29623,prior,29,5,16,7.0
3005451,2899338,181347,prior,9,4,15,2.0
3234132,622272,194948,prior,6,4,12,30.0
772281,775505,46388,prior,12,0,10,7.0
3022082,2658098,182373,prior,14,4,9,7.0
802701,2317481,48272,prior,29,1,9,7.0
2263335,764527,136290,prior,5,0,19,5.0
158733,1089832,9532,prior,14,0,11,30.0
1401953,2351652,84225,prior,34,6,7,30.0
1441644,260665,86628,prior,24,5,13,5.0
2929084,477926,176721,prior,2,2,20,0.0
2848709,2664877,171872,prior,6,4,7,9.0
776171,2761004,46646,test,10,2,15,30.0
1155306,1451492,69445,prior,2,0,21,30.0
3361236,168185,202596,prior,33,1,10,8.0
2492766,724746,150051,prior,4,1,13,13.0
2832098,1274582,170869,prior,2,4,19,30.0
1663599,217198,99880,prior,6,6,14,6.0
3232732,2138273,194873,prior,2,6,13,7.0
237457,404071,14400,prior,5,2,14,6.0
2748749,2962141,165655,prior,26,0,14,1.0
869706,825630,52264,prior,35,0,20,5.0
2861788,306742,172674,test,14,0,19,5.0
2314332,2986985,139381,prior,7,0,11,5.0
267964,342006,16238,prior,6,0,7,8.0
2429672,1261486,146193,prior,10,6,8,5.0
155264,671184,9333,prior,96,3,12,3.0
1708854,153072,102596,prior,5,2,22,13.0
2567520,830386,154481,prior,15,1,16,15.0
2527318,1274484,152103,prior,20,5,9,4.0
2572617,2038673,154798,prior,4,0,15,30.0
1500831,3385715,90191,prior,30,4,8,2.0
795514,49832,47836,prior,3,2,12,20.0
1438935,1994126,86465,prior,10,0,9,11.0
2412838,1601410,145193,prior,33,6,14,4.0
3062528,2268593,184722,prior,2,5,16,15.0
1655661,3223594,99414,prior,39,5,17,5.0
339330,2439923,20548,prior,37,6,17,7.0
2966595,3282693,179039,prior,13,3,15,23.0
3376746,368805,203482,prior,11,1,12,10.0
481525,742587,29041,prior,52,6,16,5.0
1281721,2953538,77080,prior,15,5,12,18.0
2570476,1924184,154654,prior,15,2,18,18.0
131549,806503,7927,prior,9,1,8,7.0
1422904,3135175,85481,prior,21,1,17,4.0
476399,1747623,28721,prior,8,3,12,23.0
1024649,85375,61597,prior,3,0,14,8.0
1293819,2634588,77810,prior,22,0,11,15.0
2015351,707175,121090,prior,18,4,13,3.0
2114908,1573697,127179,prior,19,3,15,6.0
373256,10427,22488,prior,28,4,10,3.0
35064,1177246,2180,train,27,6,10,15.0
2344335,3138542,141115,prior,7,2,12,6.0
45235,3090315,2794,prior,7,3,14,11.0
151599,2596753,9119,prior,8,1,13,5.0
2076953,243643,124886,train,4,1,12,30.0
1668553,208605,100166,prior,3,5,16,10.0
627368,299502,37804,prior,42,0,16,3.0
2161465,3050787,130031,train,23,6,16,13.0
2055512,2249295,123529,prior,23,4,20,4.0
2738293,2722934,164981,prior,57,3,16,6.0
3162760,885180,190699,prior,5,0,12,30.0
3208708,995521,193460,prior,14,0,9,7.0
509093,145015,30705,prior,11,0,15,2.0
585279,2984923,35256,prior,2,1,10,30.0
2966322,2604356,179020,prior,18,4,12,2.0
814860,1166847,49024,prior,8,1,14,30.0
3026342,1127858,182611,prior,34,3,12,3.0
1023832,3124189,61543,prior,54,0,14,1.0
1106077,1314498,66563,prior,16,6,15,10.0
2495646,3384519,150226,prior,5,0,11,30.0
1132361,620486,68077,prior,24,1,6,3.0
254813,274669,15448,prior,8,6,16,4.0
664098,589896,39998,prior,35,6,10,7.0
2981708,2087984,179917,prior,92,1,13,4.0
1007308,1569576,60537,prior,2,2,14,30.0
316950,3368690,19186,prior,29,1,19,6.0
299050,38203,18085,prior,48,2,15,0.0
131193,1485326,7910,prior,26,1,7,7.0
2728638,2015610,164392,prior,43,3,19,4.0
1326923,400078,79716,prior,2,0,13,30.0
1924299,2287839,115569,prior,2,6,16,30.0
2876746,2900528,173578,test,22,2,23,28.0
2124154,3350569,127773,prior,10,1,11,7.0
2573965,1707819,154881,prior,8,2,8,5.0
2678696,1798625,161310,prior,25,2,13,8.0
734900,1321843,44228,prior,30,6,6,5.0
190030,3110633,11502,train,17,0,11,17.0
2384066,2090811,143459,prior,9,0,14,15.0
923374,1045144,55421,prior,12,3,15,30.0
1080455,634267,65100,train,10,2,10,10.0
883579,612215,53078,prior,17,0,10,16.0
1337256,2072159,80323,prior,30,6,11,2.0
1234320,597566,74193,prior,42,5,10,2.0
3328020,3295542,200581,prior,32,5,9,9.0
1840595,3091617,110507,prior,28,6,9,12.0
3255412,1815746,196206,prior,18,3,12,5.0
2383116,3113734,143415,prior,30,0,11,6.0
893589,2337942,53673,prior,66,5,9,4.0
2828540,1351572,170656,prior,7,0,15,0.0
2353754,1859527,141692,prior,4,4,18,30.0
375380,1107512,22599,prior,56,3,10,4.0
50597,539190,3148,prior,55,5,21,4.0
